date,open,high,low,close,year,month,day,day_name,price_change,price_range,pct_gain_loss,ma_7,ma_30,volatility,risk_level,volume_per_million,market_trend
2019-09-16,294.23,297.43,289.78,294.29,2019,9,16,Monday,0.06,7.65,0.0,291.15,298.09,0.01,Low Risk,5.31,Bullish
2019-09-17,294.5,299.15,291.79,298.6,2019,9,17,Tuesday,4.1,7.36,1.0,292.36,297.79,0.01,Low Risk,4.78,Bullish
2019-09-18,294.99,296.05,287.45,291.56,2019,9,18,Wednesday,-3.43,8.6,-2.0,291.96,297.17,0.02,Low Risk,7.81,Bearish
2019-09-19,291.56,293.81,283.4,286.6,2019,9,19,Thursday,-4.96,10.41,-2.0,291.76,296.58,0.02,Low Risk,8.46,Bearish
2019-09-20,280.26,282.5,266.0,270.75,2019,9,20,Friday,-9.51,16.5,-6.0,289.26,295.07,0.03,High Risk,23.83,Bearish
2019-09-23,268.35,273.39,261.89,265.92,2019,9,23,Monday,-2.43,11.5,-2.0,285.98,293.64,0.03,High Risk,13.48,Bearish
2019-09-24,262.5,265.0,252.28,254.59,2019,9,24,Tuesday,-7.91,12.72,-4.0,280.33,291.77,0.02,High Risk,16.34,Bearish
2019-09-25,255.71,266.6,253.7,264.75,2019,9,25,Wednesday,9.04,12.9,4.0,276.11,290.18,0.03,High Risk,11.64,Bullish
2019-09-26,266.42,268.05,260.2,263.31,2019,9,26,Thursday,-3.11,7.85,-1.0,271.07,288.99,0.03,High Risk,7.68,Bearish
2019-09-27,266.18,267.44,260.39,263.08,2019,9,27,Friday,-3.1,7.05,-0.0,267.0,287.9,0.03,High Risk,7.33,Bearish
2019-09-30,264.0,268.88,262.78,267.62,2019,9,30,Monday,3.62,6.1,2.0,264.29,286.73,0.03,High Risk,6.73,Bullish
2019-10-01,267.35,272.2,264.03,269.58,2019,10,1,Tuesday,2.23,8.17,1.0,264.12,285.4,0.03,High Risk,8.65,Bullish
2019-10-02,263.61,269.35,262.19,268.03,2019,10,2,Wednesday,4.42,7.16,-1.0,264.42,284.37,0.03,High Risk,7.66,Bullish
2019-10-03,267.78,268.84,257.01,268.15,2019,10,3,Thursday,0.37,11.83,0.0,266.36,283.38,0.02,Low Risk,8.95,Bullish
2019-10-04,268.2,275.48,266.47,272.79,2019,10,4,Friday,4.59,9.01,2.0,267.51,282.57,0.01,Low Risk,9.89,Bullish
2019-10-07,271.99,276.68,271.28,274.46,2019,10,7,Monday,2.47,5.4,1.0,269.1,282.01,0.01,Low Risk,6.53,Bullish
2019-10-08,273.03,275.53,270.64,270.72,2019,10,8,Tuesday,-2.31,4.89,-1.0,270.19,281.2,0.01,Low Risk,6.28,Bearish
2019-10-09,270.02,271.0,264.57,267.53,2019,10,9,Wednesday,-2.49,6.43,-1.0,270.18,280.42,0.01,Low Risk,6.79,Bearish
2019-10-10,265.97,280.53,265.03,280.48,2019,10,10,Thursday,14.51,15.5,5.0,271.74,280.04,0.02,Low Risk,10.81,Bullish
2019-10-11,284.8,287.87,282.34,282.93,2019,10,11,Friday,-1.87,5.53,1.0,273.87,279.58,0.02,Low Risk,8.79,Bearish
2019-10-14,283.93,286.93,282.0,285.53,2019,10,14,Monday,1.6,4.93,1.0,276.35,279.3,0.02,Low Risk,5.51,Bullish
2019-10-15,283.82,285.87,279.4,284.25,2019,10,15,Tuesday,0.43,6.47,-0.0,277.99,279.14,0.02,Low Risk,7.69,Bullish
2019-10-16,283.12,288.17,280.74,286.28,2019,10,16,Wednesday,3.16,7.43,1.0,279.67,278.96,0.02,Low Risk,16.18,Bullish
2019-10-17,304.49,308.75,288.3,293.35,2019,10,17,Thursday,-11.14,20.45,2.0,282.91,278.96,0.02,Low Risk,38.26,Bearish
2019-10-18,289.36,290.9,273.36,275.3,2019,10,18,Friday,-14.06,17.54,-6.0,284.02,278.47,0.03,High Risk,23.43,Bearish
2019-10-21,272.89,279.94,269.0,278.05,2019,10,21,Monday,5.16,10.94,1.0,283.67,277.93,0.03,High Risk,12.6,Bullish
2019-10-22,271.16,275.41,265.8,266.69,2019,10,22,Tuesday,-4.47,9.61,-4.0,281.35,277.22,0.03,High Risk,11.8,Bearish
2019-10-23,268.06,273.92,266.63,271.27,2019,10,23,Wednesday,3.21,7.29,2.0,279.31,276.65,0.03,High Risk,7.13,Bullish
2019-10-24,271.81,274.02,268.8,271.5,2019,10,24,Thursday,-0.31,5.22,0.0,277.49,276.07,0.03,High Risk,4.83,Bearish
2019-10-25,270.68,277.77,270.18,276.82,2019,10,25,Friday,6.14,7.59,2.0,276.14,275.49,0.03,High Risk,4.75,Bullish
2019-10-28,278.05,285.75,277.35,281.86,2019,10,28,Monday,3.81,8.4,2.0,274.5,275.08,0.03,High Risk,6.25,Bullish
2019-10-29,281.87,284.41,277.55,281.21,2019,10,29,Tuesday,-0.66,6.86,-0.0,275.34,274.5,0.02,Low Risk,4.36,Bearish
2019-10-30,284.34,293.49,283.0,291.45,2019,10,30,Wednesday,7.11,10.49,4.0,277.26,274.49,0.02,High Risk,9.35,Bullish
2019-10-31,291.0,291.45,284.78,287.41,2019,10,31,Thursday,-3.59,6.67,-1.0,280.22,274.52,0.02,Low Risk,5.09,Bearish
2019-11-01,288.7,289.12,283.02,286.81,2019,11,1,Friday,-1.89,6.1,-0.0,282.44,275.06,0.02,Low Risk,5.59,Bearish
2019-11-04,288.0,295.39,287.16,292.86,2019,11,4,Monday,4.86,8.23,2.0,285.49,275.96,0.02,Low Risk,5.57,Bullish
2019-11-05,289.99,291.19,286.31,288.03,2019,11,5,Tuesday,-1.96,4.88,-2.0,287.09,277.07,0.02,Low Risk,4.06,Bearish
2019-11-06,288.19,290.56,285.84,288.59,2019,11,6,Wednesday,0.4,4.72,0.0,288.05,277.86,0.02,Low Risk,3.44,Bullish
2019-11-07,290.7,298.19,288.27,289.57,2019,11,7,Thursday,-1.13,9.92,0.0,289.25,278.74,0.02,Low Risk,5.93,Bearish
2019-11-08,288.73,293.99,287.51,291.57,2019,11,8,Friday,2.84,6.48,1.0,289.26,279.69,0.01,Low Risk,4.51,Bullish
2019-11-11,289.16,296.36,288.5,294.18,2019,11,11,Monday,5.02,7.86,1.0,290.23,280.57,0.01,Low Risk,3.94,Bullish
2019-11-12,295.32,295.35,288.7,292.01,2019,11,12,Tuesday,-3.31,6.65,-1.0,290.97,281.32,0.01,Low Risk,5.77,Bearish
2019-11-13,291.03,293.41,281.14,283.11,2019,11,13,Wednesday,-7.92,12.27,-3.0,289.58,281.83,0.01,Low Risk,9.16,Bearish
2019-11-14,283.25,290.63,283.22,289.62,2019,11,14,Thursday,6.37,7.41,2.0,289.81,282.54,0.02,Low Risk,6.53,Bullish
2019-11-15,290.59,295.82,287.57,295.03,2019,11,15,Friday,4.44,8.25,2.0,290.73,283.28,0.02,Low Risk,6.33,Bullish
2019-11-18,296.0,304.99,293.28,302.57,2019,11,18,Monday,6.57,11.71,3.0,292.58,284.22,0.02,Low Risk,8.62,Bullish
2019-11-19,304.01,305.67,298.52,302.6,2019,11,19,Tuesday,-1.41,7.15,0.0,294.16,285.28,0.02,Low Risk,5.92,Bearish
2019-11-20,301.01,308.25,301.0,305.16,2019,11,20,Wednesday,4.15,7.25,1.0,295.73,286.54,0.02,Low Risk,5.11,Bullish
2019-11-21,306.0,312.69,304.26,311.69,2019,11,21,Thursday,5.69,8.43,2.0,298.54,287.58,0.02,Low Risk,7.49,Bullish
2019-11-22,309.1,311.4,304.41,310.48,2019,11,22,Friday,1.38,6.99,-0.0,302.45,288.49,0.01,Low Risk,5.97,Bullish
2019-11-25,308.83,315.73,305.25,315.55,2019,11,25,Monday,6.72,10.48,2.0,306.15,289.5,0.01,Low Risk,7.87,Bullish
2019-11-26,315.0,316.5,311.69,312.49,2019,11,26,Tuesday,-2.51,4.81,-1.0,308.65,290.44,0.01,Low Risk,5.32,Bearish
2019-11-27,313.93,316.82,312.75,315.93,2019,11,27,Wednesday,2.0,4.07,1.0,310.56,291.43,0.01,Low Risk,4.1,Bullish
2019-11-29,315.78,316.62,313.34,314.66,2019,11,29,Friday,-1.12,3.28,-0.0,312.28,292.14,0.01,Low Risk,2.41,Bearish
2019-12-02,314.39,314.39,303.75,309.99,2019,12,2,Monday,-4.4,10.64,-1.0,312.97,293.29,0.01,Low Risk,6.22,Bearish
2019-12-03,302.22,307.36,301.88,306.16,2019,12,3,Tuesday,3.94,5.48,-1.0,312.18,294.23,0.01,Low Risk,4.99,Bullish
2019-12-04,308.43,308.43,303.27,304.32,2019,12,4,Wednesday,-4.11,5.16,-1.0,311.3,295.48,0.01,Low Risk,3.51,Bearish
2019-12-05,305.27,306.48,298.81,302.86,2019,12,5,Thursday,-2.41,7.67,-0.0,309.49,296.54,0.01,Low Risk,4.62,Bearish
2019-12-06,304.7,307.85,302.6,307.35,2019,12,6,Friday,2.65,5.25,1.0,308.75,297.73,0.01,Low Risk,4.46,Bullish
2019-12-09,307.35,311.49,302.44,302.5,2019,12,9,Monday,-4.85,9.05,-2.0,306.83,298.59,0.01,Low Risk,5.75,Bearish
2019-12-10,296.12,298.94,292.02,293.12,2019,12,10,Tuesday,-3.0,6.92,-3.0,303.76,298.96,0.01,Low Risk,10.48,Bearish
2019-12-11,294.49,299.43,294.2,298.93,2019,12,11,Wednesday,4.44,5.23,2.0,302.18,299.55,0.02,Low Risk,5.59,Bullish
2019-12-12,295.67,299.17,295.06,298.44,2019,12,12,Thursday,2.77,4.11,-0.0,301.07,299.79,0.02,Low Risk,4.77,Bullish
2019-12-13,298.5,301.8,297.25,298.5,2019,12,13,Friday,0.0,4.55,0.0,300.24,300.16,0.02,Low Risk,3.88,Neutral
2019-12-16,300.85,305.71,298.63,304.21,2019,12,16,Monday,3.36,7.08,2.0,300.44,300.74,0.02,Low Risk,4.66,Bullish
2019-12-17,307.36,316.8,306.6,315.48,2019,12,17,Tuesday,8.12,10.2,4.0,301.6,301.49,0.02,Low Risk,10.43,Bullish
2019-12-18,316.26,325.36,315.6,320.8,2019,12,18,Wednesday,4.54,9.76,2.0,304.21,302.58,0.02,Low Risk,11.21,Bullish
2019-12-19,324.5,332.83,324.18,332.22,2019,12,19,Thursday,7.72,8.65,4.0,309.8,304.04,0.02,Low Risk,9.82,Bullish
2019-12-20,335.0,338.0,330.6,336.9,2019,12,20,Friday,1.9,7.4,1.0,315.22,305.61,0.02,Low Risk,9.91,Bullish
2019-12-23,337.76,337.95,331.02,333.1,2019,12,23,Monday,-4.66,6.93,-1.0,320.17,307.0,0.02,Low Risk,5.77,Bearish
2019-12-24,334.01,335.7,331.6,333.2,2019,12,24,Tuesday,-0.81,4.1,0.0,325.13,308.3,0.02,Low Risk,2.02,Bearish
2019-12-26,334.6,336.46,332.01,332.63,2019,12,26,Thursday,-1.97,4.45,-0.0,329.19,309.65,0.02,Low Risk,3.59,Bearish
2019-12-27,332.96,333.82,326.01,329.09,2019,12,27,Friday,-3.87,7.81,-1.0,331.13,311.19,0.02,Low Risk,5.04,Bearish
2019-12-30,329.08,329.19,322.86,323.31,2019,12,30,Monday,-5.77,6.33,-2.0,331.49,312.31,0.02,Low Risk,4.31,Bearish
2019-12-31,322.0,324.92,321.09,323.57,2019,12,31,Tuesday,1.57,3.83,0.0,330.26,313.26,0.01,Low Risk,3.71,Bullish
2020-01-02,326.1,329.98,324.78,329.81,2020,1,2,Thursday,3.71,5.2,2.0,329.24,314.17,0.01,Low Risk,4.49,Bullish
2020-01-03,326.78,329.86,325.53,325.9,2020,1,3,Friday,-0.88,4.33,-1.0,328.22,314.94,0.01,Low Risk,3.81,Bearish
2020-01-06,323.12,336.36,321.2,335.83,2020,1,6,Monday,12.71,15.16,3.0,328.59,315.97,0.02,Low Risk,5.66,Bullish
2020-01-07,336.47,336.7,330.3,330.75,2020,1,7,Tuesday,-5.72,6.4,-2.0,328.32,316.6,0.02,Low Risk,4.7,Bearish
2020-01-08,331.49,342.7,331.05,339.26,2020,1,8,Wednesday,7.77,11.65,3.0,329.78,317.56,0.02,Low Risk,7.1,Bullish
2020-01-09,342.0,343.42,334.61,335.66,2020,1,9,Thursday,-6.34,8.81,-1.0,331.54,318.23,0.02,Low Risk,4.71,Bearish
2020-01-10,337.13,338.5,327.27,329.05,2020,1,10,Friday,-8.08,11.23,-2.0,332.32,318.78,0.02,Low Risk,4.72,Bearish
2020-01-13,331.8,340.85,331.51,338.92,2020,1,13,Monday,7.12,9.34,3.0,333.62,319.55,0.02,High Risk,6.29,Bullish
2020-01-14,344.4,345.38,335.52,338.69,2020,1,14,Tuesday,-5.71,9.86,-0.0,335.45,320.35,0.02,Low Risk,7.2,Bearish
2020-01-15,338.68,343.17,336.6,339.07,2020,1,15,Wednesday,0.39,6.57,0.0,335.91,321.32,0.02,Low Risk,5.16,Bullish
2020-01-16,343.5,343.56,335.85,338.62,2020,1,16,Thursday,-4.88,7.71,-0.0,337.04,322.4,0.02,Low Risk,5.02,Bearish
2020-01-17,341.0,341.57,337.38,339.67,2020,1,17,Friday,-1.33,4.19,0.0,337.1,323.58,0.02,Low Risk,6.07,Bearish
2020-01-21,340.0,341.0,332.59,338.11,2020,1,21,Tuesday,-1.89,8.41,-0.0,337.45,324.76,0.01,Low Risk,14.35,Bearish
2020-01-22,332.55,336.3,323.6,326.0,2020,1,22,Wednesday,-6.55,12.7,-4.0,337.01,325.38,0.02,Low Risk,21.73,Bearish
2020-01-23,326.04,349.88,325.01,349.6,2020,1,23,Thursday,23.56,24.87,7.000000000000001,338.54,326.95,0.03,High Risk,18.2,Bullish
2020-01-24,348.46,359.85,345.88,353.16,2020,1,24,Friday,4.7,13.97,1.0,340.6,328.95,0.03,High Risk,17.94,Bullish
2020-01-27,345.95,351.9,341.02,342.88,2020,1,27,Monday,-3.07,10.88,-3.0,341.15,330.41,0.04,High Risk,7.71,Bearish
2020-01-28,345.88,352.4,342.78,348.52,2020,1,28,Tuesday,2.64,9.62,2.0,342.56,332.08,0.04,High Risk,6.82,Bullish
2020-01-29,349.0,349.4,338.55,343.16,2020,1,29,Wednesday,-5.84,10.85,-2.0,343.06,333.57,0.04,High Risk,7.64,Bearish
2020-01-30,341.1,348.2,339.25,347.74,2020,1,30,Thursday,6.64,8.95,1.0,344.44,335.02,0.04,High Risk,5.33,Bullish
2020-01-31,347.39,347.39,340.98,345.09,2020,1,31,Friday,-2.3,6.41,-1.0,347.16,336.01,0.03,High Risk,5.23,Bearish
2020-02-03,347.24,359.63,346.28,358.0,2020,2,3,Monday,10.76,13.35,4.0,348.36,337.25,0.02,Low Risk,6.67,Bullish
2020-02-04,361.0,369.57,356.1,369.01,2020,2,4,Tuesday,8.01,13.47,3.0,350.63,338.48,0.02,High Risk,7.16,Bullish
2020-02-05,375.13,375.25,362.3,369.67,2020,2,5,Wednesday,-5.46,12.95,0.0,354.46,339.57,0.02,Low Risk,6.44,Bearish
2020-02-06,369.6,371.55,362.51,366.95,2020,2,6,Thursday,-2.65,9.04,-1.0,357.09,340.7,0.02,Low Risk,3.92,Bearish
2020-02-07,365.04,371.8,363.57,366.77,2020,2,7,Friday,1.73,8.23,-0.0,360.46,341.82,0.02,Low Risk,4.39,Bullish
2020-02-10,365.0,374.8,362.52,371.07,2020,2,10,Monday,6.07,12.28,1.0,363.79,343.1,0.02,Low Risk,5.29,Bullish
2020-02-11,373.75,378.11,369.72,373.69,2020,2,11,Tuesday,-0.06,8.39,1.0,367.88,344.58,0.02,Low Risk,4.77,Bearish
2020-02-12,377.18,380.62,375.88,380.01,2020,2,12,Wednesday,2.83,4.74,2.0,371.02,346.47,0.01,Low Risk,4.62,Bullish
2020-02-13,376.96,385.37,376.51,381.4,2020,2,13,Thursday,4.44,8.86,0.0,372.79,348.4,0.01,Low Risk,4.49,Bullish
2020-02-14,381.47,385.15,379.43,380.4,2020,2,14,Friday,-1.07,5.72,-0.0,374.33,350.09,0.01,Low Risk,3.74,Bearish
2020-02-18,379.3,389.54,379.19,387.78,2020,2,18,Tuesday,8.48,10.35,2.0,377.3,352.15,0.01,Low Risk,5.17,Bullish
2020-02-19,388.12,392.95,384.9,386.19,2020,2,19,Wednesday,-1.93,8.05,-0.0,380.08,353.83,0.01,Low Risk,4.9,Bearish
2020-02-20,386.56,389.7,376.68,386.0,2020,2,20,Thursday,-0.56,13.02,-0.0,382.21,355.67,0.01,Low Risk,4.08,Bearish
2020-02-21,385.33,387.32,377.9,380.07,2020,2,21,Friday,-5.26,9.42,-2.0,383.12,357.03,0.01,Low Risk,3.93,Bearish
2020-02-24,364.76,372.82,361.0,368.7,2020,2,24,Monday,3.94,11.82,-3.0,381.51,358.13,0.02,Low Risk,6.94,Bullish
2020-02-25,372.0,375.65,357.72,360.09,2020,2,25,Tuesday,-11.91,17.93,-2.0,378.46,359.17,0.02,Low Risk,6.48,Bearish
2020-02-26,366.31,382.0,365.0,379.24,2020,2,26,Wednesday,12.93,17.0,5.0,378.3,360.51,0.03,High Risk,8.93,Bullish
2020-02-27,371.46,391.56,370.6,371.71,2020,2,27,Thursday,0.25,20.96,-2.0,376.0,361.61,0.03,High Risk,10.97,Bullish
2020-02-28,364.21,376.77,356.8,369.03,2020,2,28,Friday,4.82,19.97,-1.0,373.55,362.61,0.03,High Risk,11.17,Bullish
2020-03-02,373.11,381.36,364.5,381.05,2020,3,2,Monday,7.94,16.86,3.0,372.84,364.03,0.03,High Risk,7.0,Bullish
2020-03-03,381.03,393.52,367.4,368.77,2020,3,3,Tuesday,-12.26,26.12,-3.0,371.23,365.0,0.03,High Risk,8.36,Bearish
2020-03-04,377.77,384.01,370.51,383.79,2020,3,4,Wednesday,6.02,13.5,4.0,373.38,366.52,0.03,High Risk,5.49,Bullish
2020-03-05,381.0,391.4,368.64,372.78,2020,3,5,Thursday,-8.22,22.76,-3.0,375.2,368.08,0.04,High Risk,8.75,Bearish
2020-03-06,367.7,371.31,356.85,368.97,2020,3,6,Friday,1.27,14.46,-1.0,373.73,368.72,0.03,High Risk,8.15,Bullish
2020-03-09,343.86,357.47,341.72,346.49,2020,3,9,Monday,2.63,15.75,-6.0,370.13,368.5,0.04,High Risk,7.41,Bullish
2020-03-10,356.43,364.54,347.85,364.13,2020,3,10,Tuesday,7.7,16.69,5.0,369.43,369.21,0.04,High Risk,7.6,Bullish
2020-03-11,358.92,362.98,344.79,349.92,2020,3,11,Wednesday,-9.0,18.19,-4.0,364.98,369.26,0.04,High Risk,6.04,Bearish
2020-03-12,326.5,335.72,307.32,315.25,2020,3,12,Thursday,-11.25,28.4,-10.0,357.33,368.33,0.05,High Risk,12.07,Bearish
2020-03-13,330.51,336.42,307.39,336.3,2020,3,13,Friday,5.79,29.03,7.000000000000001,350.55,367.94,0.06,High Risk,9.46,Bullish
2020-03-16,306.63,334.35,294.75,298.84,2020,3,16,Monday,-7.79,39.6,-11.0,339.99,366.4,0.07,High Risk,10.56,Bearish
2020-03-17,306.19,322.9,290.25,319.75,2020,3,17,Tuesday,13.56,32.65,7.000000000000001,332.95,365.13,0.08,High Risk,10.01,Bullish
2020-03-18,302.4,331.58,300.0,315.47,2020,3,18,Wednesday,13.07,31.58,-1.0,328.52,363.34,0.08,High Risk,12.59,Bullish
2020-03-19,324.33,348.51,316.82,332.03,2020,3,19,Thursday,7.7,31.69,5.0,323.94,362.09,0.08,High Risk,10.62,Bullish
2020-03-20,342.31,350.49,332.0,332.83,2020,3,20,Friday,-9.48,18.49,0.0,321.5,360.95,0.08,High Risk,10.85,Bearish
2020-03-23,347.89,366.11,340.88,360.27,2020,3,23,Monday,12.38,25.23,8.0,327.93,360.73,0.07,High Risk,13.45,Bullish
2020-03-24,369.99,372.93,353.03,357.32,2020,3,24,Tuesday,-12.67,19.9,-1.0,330.93,360.28,0.07,High Risk,11.64,Bearish
2020-03-25,361.02,362.0,339.17,342.39,2020,3,25,Wednesday,-18.63,22.83,-4.0,337.15,359.23,0.05,High Risk,8.77,Bearish
2020-03-26,344.0,363.84,341.73,362.99,2020,3,26,Thursday,18.99,22.11,6.0,343.33,358.66,0.05,High Risk,7.23,Bullish
2020-03-27,359.09,368.56,353.0,357.12,2020,3,27,Friday,-1.97,15.56,-2.0,349.28,357.86,0.05,High Risk,7.95,Bearish
2020-03-30,363.0,377.8,361.17,370.96,2020,3,30,Monday,7.96,16.63,4.0,354.84,357.54,0.04,High Risk,8.62,Bullish
2020-03-31,367.93,383.01,366.44,375.5,2020,3,31,Tuesday,7.57,16.57,1.0,360.94,357.13,0.04,High Risk,9.37,Bullish
2020-04-01,376.05,380.23,361.02,364.08,2020,4,1,Wednesday,-11.97,19.21,-3.0,361.48,356.39,0.04,High Risk,6.67,Bearish
2020-04-02,364.08,370.99,360.06,370.08,2020,4,2,Thursday,6.0,10.93,2.0,363.3,355.86,0.04,High Risk,4.59,Bullish
2020-04-03,367.47,370.9,357.51,361.76,2020,4,3,Friday,-5.71,13.39,-2.0,366.07,355.25,0.03,High Risk,4.86,Bearish
2020-04-06,365.22,380.29,361.71,379.96,2020,4,6,Monday,14.74,18.58,5.0,368.49,355.63,0.03,High Risk,8.18,Bullish
2020-04-07,380.0,381.33,369.34,372.28,2020,4,7,Tuesday,-7.72,11.99,-2.0,370.66,356.04,0.03,High Risk,7.05,Bearish
2020-04-08,374.01,378.39,368.31,371.12,2020,4,8,Wednesday,-2.89,10.08,-0.0,370.68,355.76,0.03,High Risk,6.91,Bearish
2020-04-09,371.06,372.1,363.03,370.72,2020,4,9,Thursday,-0.34,9.07,-0.0,370.0,355.73,0.03,High Risk,7.71,Bearish
2020-04-13,371.31,400.51,367.7,396.72,2020,4,13,Monday,25.41,32.81,7.000000000000001,374.66,356.65,0.04,High Risk,11.69,Bullish
2020-04-14,397.5,417.82,394.85,413.55,2020,4,14,Tuesday,16.05,22.97,4.0,380.87,357.74,0.04,High Risk,11.58,Bullish
2020-04-15,413.0,434.98,412.25,426.75,2020,4,15,Wednesday,13.75,22.73,3.0,390.16,359.67,0.03,High Risk,13.56,Bullish
2020-04-16,437.0,449.52,431.61,439.17,2020,4,16,Thursday,2.17,17.91,3.0,398.62,361.52,0.03,High Risk,16.13,Bullish
2020-04-17,431.0,432.0,414.7,422.96,2020,4,17,Friday,-8.04,17.3,-4.0,405.86,363.19,0.04,High Risk,12.62,Bearish
2020-04-20,435.17,444.49,430.56,437.49,2020,4,20,Monday,2.32,13.93,3.0,415.34,365.47,0.03,High Risk,12.66,Bullish
2020-04-21,444.77,447.0,425.6,433.83,2020,4,21,Tuesday,-10.94,21.4,-1.0,424.35,368.38,0.04,High Risk,23.18,Bearish
2020-04-22,429.73,433.0,413.0,421.42,2020,4,22,Wednesday,-8.31,20.0,-3.0,427.88,370.29,0.03,High Risk,21.08,Bearish
2020-04-23,419.26,438.41,419.26,426.7,2020,4,23,Thursday,7.44,19.15,1.0,429.76,372.85,0.03,High Risk,13.95,Bullish
2020-04-24,425.0,427.17,415.88,424.99,2020,4,24,Friday,-0.01,11.29,-0.0,429.51,376.51,0.03,High Risk,8.66,Bearish
2020-04-27,425.0,429.0,420.84,421.38,2020,4,27,Monday,-3.62,8.16,-1.0,426.97,379.35,0.02,High Risk,6.28,Bearish
2020-04-28,419.99,421.0,402.91,403.83,2020,4,28,Tuesday,-16.16,18.09,-4.0,424.23,382.85,0.03,High Risk,10.1,Bearish
2020-04-29,399.53,415.86,393.6,411.89,2020,4,29,Wednesday,12.36,22.26,2.0,420.58,385.92,0.02,Low Risk,9.69,Bullish
2020-04-30,410.31,424.44,408.0,419.85,2020,4,30,Thursday,9.54,16.44,2.0,418.58,389.4,0.02,High Risk,7.95,Bullish
2020-05-01,415.1,427.97,411.73,415.27,2020,5,1,Friday,0.17,16.24,-1.0,417.7,392.17,0.02,Low Risk,8.3,Bullish
2020-05-04,417.78,428.54,414.87,428.15,2020,5,4,Monday,10.37,13.67,3.0,417.91,395.35,0.02,High Risk,7.8,Bullish
2020-05-05,427.56,431.0,421.56,424.68,2020,5,5,Tuesday,-2.88,9.44,-1.0,417.86,397.5,0.02,High Risk,6.29,Bearish
2020-05-06,429.3,439.77,426.39,434.26,2020,5,6,Wednesday,4.96,13.38,2.0,419.7,400.06,0.03,High Risk,6.66,Bullish
2020-05-07,436.89,438.88,430.66,436.53,2020,5,7,Thursday,-0.36,8.22,1.0,424.38,403.2,0.02,Low Risk,5.64,Bearish
2020-05-08,434.14,442.0,433.64,435.55,2020,5,8,Friday,1.41,8.36,-0.0,427.76,405.62,0.02,Low Risk,5.05,Bullish
2020-05-11,436.33,444.89,435.56,440.52,2020,5,11,Monday,4.19,9.33,1.0,430.71,408.4,0.02,Low Risk,5.49,Bullish
2020-05-12,442.0,444.17,431.36,431.82,2020,5,12,Tuesday,-10.18,12.81,-2.0,433.07,410.43,0.02,Low Risk,4.6,Bearish
2020-05-13,435.69,447.0,427.27,438.27,2020,5,13,Wednesday,2.58,19.73,1.0,434.52,412.52,0.01,Low Risk,7.01,Bullish
2020-05-14,444.9,452.38,432.82,441.95,2020,5,14,Thursday,-2.95,19.56,1.0,436.99,415.11,0.01,Low Risk,9.01,Bearish
2020-05-15,440.7,455.0,437.51,454.19,2020,5,15,Friday,13.49,17.49,3.0,439.83,417.92,0.01,Low Risk,7.24,Bullish
2020-05-18,451.16,456.36,443.35,452.58,2020,5,18,Monday,1.42,13.01,-0.0,442.13,420.95,0.02,Low Risk,7.77,Bullish
2020-05-19,453.4,458.97,450.47,451.04,2020,5,19,Tuesday,-2.36,8.5,-0.0,444.34,423.32,0.02,Low Risk,4.81,Bearish
2020-05-20,454.25,455.81,444.0,447.67,2020,5,20,Wednesday,-6.58,11.81,-1.0,445.36,425.83,0.02,Low Risk,5.61,Bearish
2020-05-21,448.56,448.96,430.25,436.25,2020,5,21,Thursday,-12.31,18.71,-3.0,445.99,428.0,0.02,Low Risk,9.12,Bearish
2020-05-22,437.0,439.09,427.18,429.32,2020,5,22,Friday,-7.68,11.91,-2.0,444.71,429.95,0.02,Low Risk,5.42,Bearish
2020-05-26,427.77,428.5,413.14,414.77,2020,5,26,Tuesday,-13.0,15.36,-3.0,440.83,430.55,0.02,Low Risk,7.88,Bearish
2020-05-27,410.38,420.02,397.86,419.89,2020,5,27,Wednesday,9.51,22.16,1.0,435.93,430.77,0.02,Low Risk,10.45,Bullish
2020-05-28,417.24,422.37,411.5,413.44,2020,5,28,Thursday,-3.8,10.87,-2.0,430.34,430.32,0.02,Low Risk,5.66,Bearish
2020-05-29,417.46,420.3,411.85,419.73,2020,5,29,Friday,2.27,8.45,2.0,425.87,429.67,0.02,Low Risk,5.25,Bullish
2020-06-01,418.83,426.72,415.98,425.92,2020,6,1,Monday,7.09,10.74,1.0,422.76,429.77,0.02,Low Risk,3.74,Bullish
2020-06-02,425.87,427.59,419.46,427.31,2020,6,2,Tuesday,1.44,8.13,0.0,421.48,429.43,0.02,Low Risk,3.49,Bullish
2020-06-03,426.95,427.1,418.05,421.97,2020,6,3,Wednesday,-4.98,9.05,-1.0,420.43,429.04,0.02,Low Risk,4.32,Bearish
2020-06-04,422.39,428.71,410.03,414.33,2020,6,4,Thursday,-8.06,18.68,-2.0,420.37,428.8,0.01,Low Risk,5.41,Bearish
2020-06-05,407.29,420.24,404.25,419.6,2020,6,5,Friday,12.31,15.99,1.0,420.33,428.57,0.01,Low Risk,5.1,Bullish
2020-06-08,416.0,420.8,406.5,419.49,2020,6,8,Monday,3.49,14.3,-0.0,421.19,428.38,0.01,Low Risk,5.85,Bullish
2020-06-09,421.65,434.73,420.31,434.05,2020,6,9,Tuesday,12.4,14.42,3.0,423.24,428.8,0.02,Low Risk,6.8,Bullish
2020-06-10,436.0,439.69,430.55,434.48,2020,6,10,Wednesday,-1.52,9.14,0.0,424.46,429.83,0.02,Low Risk,4.9,Bearish
